WorkItemID,ProjectID,WorkItemCode,WorkItemName,WorkItemCategory,WorkItemType,PlannedStartDate,PlannedFinishDate,Quantity,UnitOfMeasure,Priority,CurrentStatusID
WIT-007092,PRJ-003,PRJ-003-ITEM-007092,Structure Reporting Package,Structure,Task,2026-03-12,2026-06-28,349.33,ea,Low,STS-005
WIT-007093,PRJ-004,PRJ-004-ITEM-007093,Mechanical Reporting Package,Mechanical,Inspection,2026-01-23,2026-03-04,416.85,lot,Medium,STS-004
WIT-007094,PRJ-005,PRJ-005-ITEM-007094,Electrical Reporting Package,Electrical,Milestone,2025-04-19,2025-08-02,488.55,hr,High,STS-005
WIT-007095,PRJ-001,PRJ-001-ITEM-007095,Interior Reporting Package,Interior,Package,2026-02-16,2026-05-22,318.79,m2,Critical,STS-006
WIT-007096,PRJ-002,PRJ-002-ITEM-007096,Exterior Reporting Package,Exterior,Task,2026-05-09,2026-06-04,249.47,m3,Low,STS-005
WIT-007097,PRJ-003,PRJ-003-ITEM-007097,Safety Reporting Package,Safety,Inspection,2026-02-15,2026-03-28,408.34,ea,Medium,STS-005
WIT-007098,PRJ-004,PRJ-004-ITEM-007098,Structure Reporting Package,Structure,Milestone,2026-01-18,2026-03-01,116.47,lot,High,STS-002
WIT-007099,PRJ-005,PRJ-005-ITEM-007099,Mechanical Reporting Package,Mechanical,Package,2026-05-16,2026-06-20,362.69,hr,Critical,STS-004
WIT-007100,PRJ-001,PRJ-001-ITEM-007100,Electrical Reporting Package,Electrical,Task,2026-03-12,2026-04-23,408.47,m2,Low,STS-005
WIT-007101,PRJ-002,PRJ-002-ITEM-007101,Interior Reporting Package,Interior,Inspection,2026-04-16,2026-06-11,72.7,m3,Medium,STS-001
WIT-007102,PRJ-003,PRJ-003-ITEM-007102,Exterior Reporting Package,Exterior,Milestone,2025-11-26,2026-02-09,134.78,ea,High,STS-004
WIT-007103,PRJ-004,PRJ-004-ITEM-007103,Safety Reporting Package,Safety,Package,2025-10-31,2025-12-13,349.24,lot,Critical,STS-004
WIT-007104,PRJ-005,PRJ-005-ITEM-007104,Structure Reporting Package,Structure,Task,2026-01-09,2026-01-29,228.55,hr,Low,STS-004
WIT-007105,PRJ-001,PRJ-001-ITEM-007105,Mechanical Reporting Package,Mechanical,Inspection,2025-12-14,2026-03-16,239.54,m2,Medium,STS-004
WIT-007106,PRJ-002,PRJ-002-ITEM-007106,Electrical Reporting Package,Electrical,Milestone,2026-01-23,2026-04-07,351.21,m3,High,STS-006
WIT-007107,PRJ-003,PRJ-003-ITEM-007107,Interior Reporting Package,Interior,Package,2025-12-15,2026-01-04,496.17,ea,Critical,STS-003
WIT-007108,PRJ-004,PRJ-004-ITEM-007108,Exterior Reporting Package,Exterior,Task,2026-04-12,2026-05-11,112.33,lot,Low,STS-002
WIT-007109,PRJ-005,PRJ-005-ITEM-007109,Safety Reporting Package,Safety,Inspection,2026-05-07,2026-08-09,311.94,hr,Medium,STS-006
WIT-007110,PRJ-001,PRJ-001-ITEM-007110,Structure Reporting Package,Structure,Milestone,2025-12-05,2026-02-09,16.06,m2,High,STS-005
WIT-007111,PRJ-002,PRJ-002-ITEM-007111,Mechanical Reporting Package,Mechanical,Package,2026-06-05,2026-07-13,90.73,m3,Critical,STS-004
WIT-007112,PRJ-003,PRJ-003-ITEM-007112,Electrical Reporting Package,Electrical,Task,2025-10-06,2025-12-25,98.77,ea,Low,STS-003
WIT-007113,PRJ-004,PRJ-004-ITEM-007113,Interior Reporting Package,Interior,Inspection,2026-06-05,2026-06-21,398.01,lot,Medium,STS-004
WIT-007114,PRJ-005,PRJ-005-ITEM-007114,Exterior Reporting Package,Exterior,Milestone,2025-02-14,2025-05-31,378.76,hr,High,STS-002
WIT-007115,PRJ-001,PRJ-001-ITEM-007115,Safety Reporting Package,Safety,Package,2026-02-19,2026-03-29,474.48,m2,Critical,STS-003
WIT-007116,PRJ-002,PRJ-002-ITEM-007116,Structure Reporting Package,Structure,Task,2025-11-05,2025-12-01,243.22,m3,Low,STS-005
WIT-007117,PRJ-003,PRJ-003-ITEM-007117,Mechanical Reporting Package,Mechanical,Inspection,2025-08-25,2025-11-04,375.31,ea,Medium,STS-004
WIT-007118,PRJ-004,PRJ-004-ITEM-007118,Electrical Reporting Package,Electrical,Milestone,2026-04-26,2026-07-09,214.68,lot,High,STS-004
WIT-007119,PRJ-005,PRJ-005-ITEM-007119,Interior Reporting Package,Interior,Package,2026-03-09,2026-03-25,249.91,hr,Critical,STS-001
WIT-007120,PRJ-001,PRJ-001-ITEM-007120,Exterior Reporting Package,Exterior,Task,2025-09-23,2025-11-19,407.29,m2,Low,STS-004
WIT-007121,PRJ-002,PRJ-002-ITEM-007121,Safety Reporting Package,Safety,Inspection,2026-04-02,2026-07-11,424.28,m3,Medium,STS-004
WIT-007122,PRJ-003,PRJ-003-ITEM-007122,Structure Reporting Package,Structure,Milestone,2026-03-04,2026-06-26,265.75,ea,High,STS-004
WIT-007123,PRJ-004,PRJ-004-ITEM-007123,Mechanical Reporting Package,Mechanical,Package,2026-03-28,2026-06-21,414.11,lot,Critical,STS-004
WIT-007124,PRJ-005,PRJ-005-ITEM-007124,Electrical Reporting Package,Electrical,Task,2026-02-18,2026-05-13,240.76,hr,Low,STS-004
WIT-007125,PRJ-001,PRJ-001-ITEM-007125,Interior Reporting Package,Interior,Inspection,2025-10-18,2026-01-31,492.85,m2,Medium,STS-003
WIT-007126,PRJ-002,PRJ-002-ITEM-007126,Exterior Reporting Package,Exterior,Milestone,2026-04-12,2026-07-10,255.72,m3,High,STS-005
WIT-007127,PRJ-003,PRJ-003-ITEM-007127,Safety Reporting Package,Safety,Package,2026-02-18,2026-06-03,35.57,ea,Critical,STS-004
WIT-007128,PRJ-004,PRJ-004-ITEM-007128,Structure Reporting Package,Structure,Task,2026-01-27,2026-04-23,388.42,lot,Low,STS-004
WIT-007129,PRJ-005,PRJ-005-ITEM-007129,Mechanical Reporting Package,Mechanical,Inspection,2025-04-16,2025-05-16,56.47,hr,Medium,STS-004
WIT-007130,PRJ-001,PRJ-001-ITEM-007130,Electrical Reporting Package,Electrical,Milestone,2026-04-14,2026-06-15,302.82,m2,High,STS-002
WIT-007131,PRJ-002,PRJ-002-ITEM-007131,Interior Reporting Package,Interior,Package,2025-10-23,2025-12-21,439.3,m3,Critical,STS-003
WIT-007132,PRJ-003,PRJ-003-ITEM-007132,Exterior Reporting Package,Exterior,Task,2026-05-06,2026-05-24,382.37,ea,Low,STS-001
WIT-007133,PRJ-004,PRJ-004-ITEM-007133,Safety Reporting Package,Safety,Inspection,2026-04-01,2026-07-12,204.44,lot,Medium,STS-003
WIT-007134,PRJ-005,PRJ-005-ITEM-007134,Structure Reporting Package,Structure,Milestone,2025-07-30,2025-09-05,335.16,hr,High,STS-005
WIT-007135,PRJ-001,PRJ-001-ITEM-007135,Mechanical Reporting Package,Mechanical,Package,2025-10-31,2025-11-21,91.46,m2,Critical,STS-005
WIT-007136,PRJ-002,PRJ-002-ITEM-007136,Electrical Reporting Package,Electrical,Task,2026-03-07,2026-03-13,490.36,m3,Low,STS-005
WIT-007137,PRJ-003,PRJ-003-ITEM-007137,Interior Reporting Package,Interior,Inspection,2025-12-02,2026-02-09,275.6,ea,Medium,STS-005
WIT-007138,PRJ-004,PRJ-004-ITEM-007138,Exterior Reporting Package,Exterior,Milestone,2026-01-26,2026-04-09,339.11,lot,High,STS-005
WIT-007139,PRJ-005,PRJ-005-ITEM-007139,Safety Reporting Package,Safety,Package,2025-04-22,2025-07-10,415.36,hr,Critical,STS-005
WIT-007140,PRJ-001,PRJ-001-ITEM-007140,Structure Reporting Package,Structure,Task,2025-09-16,2025-12-29,249.26,m2,Low,STS-004
WIT-007141,PRJ-002,PRJ-002-ITEM-007141,Mechanical Reporting Package,Mechanical,Inspection,2026-04-23,2026-06-17,88.81,m3,Medium,STS-007
WIT-007142,PRJ-003,PRJ-003-ITEM-007142,Electrical Reporting Package,Electrical,Milestone,2026-04-26,2026-06-09,148.58,ea,High,STS-003
WIT-007143,PRJ-004,PRJ-004-ITEM-007143,Interior Reporting Package,Interior,Package,2026-02-21,2026-05-07,254.3,lot,Critical,STS-004
WIT-007144,PRJ-005,PRJ-005-ITEM-007144,Exterior Reporting Package,Exterior,Task,2025-06-16,2025-09-02,9.77,hr,Low,STS-003
WIT-007145,PRJ-001,PRJ-001-ITEM-007145,Safety Reporting Package,Safety,Inspection,2026-03-07,2026-06-08,282.39,m2,Medium,STS-004
WIT-007146,PRJ-002,PRJ-002-ITEM-007146,Structure Reporting Package,Structure,Milestone,2026-05-28,2026-06-02,140.41,m3,High,STS-004
WIT-007147,PRJ-003,PRJ-003-ITEM-007147,Mechanical Reporting Package,Mechanical,Package,2026-05-27,2026-06-20,18.32,ea,Critical,STS-003
WIT-007148,PRJ-004,PRJ-004-ITEM-007148,Electrical Reporting Package,Electrical,Task,2025-11-04,2026-02-19,493.33,lot,Low,STS-003
WIT-007149,PRJ-005,PRJ-005-ITEM-007149,Interior Reporting Package,Interior,Inspection,2026-01-30,2026-02-23,499.26,hr,Medium,STS-001
WIT-007150,PRJ-001,PRJ-001-ITEM-007150,Exterior Reporting Package,Exterior,Milestone,2026-03-09,2026-03-16,306.32,m2,High,STS-006
WIT-007151,PRJ-002,PRJ-002-ITEM-007151,Safety Reporting Package,Safety,Package,2025-12-11,2026-03-08,388.73,m3,Critical,STS-005
WIT-007152,PRJ-003,PRJ-003-ITEM-007152,Structure Reporting Package,Structure,Task,2026-05-10,2026-05-29,260.13,ea,Low,STS-004
WIT-007153,PRJ-004,PRJ-004-ITEM-007153,Mechanical Reporting Package,Mechanical,Inspection,2026-04-01,2026-07-18,18.61,lot,Medium,STS-003
WIT-007154,PRJ-005,PRJ-005-ITEM-007154,Electrical Reporting Package,Electrical,Milestone,2025-07-04,2025-08-13,492.32,hr,High,STS-007
WIT-007155,PRJ-001,PRJ-001-ITEM-007155,Interior Reporting Package,Interior,Package,2026-01-31,2026-04-27,129.77,m2,Critical,STS-005
WIT-007156,PRJ-002,PRJ-002-ITEM-007156,Exterior Reporting Package,Exterior,Task,2026-04-17,2026-06-15,181.28,m3,Low,STS-005
WIT-007157,PRJ-003,PRJ-003-ITEM-007157,Safety Reporting Package,Safety,Inspection,2026-05-10,2026-07-07,195.84,ea,Medium,STS-003
WIT-007158,PRJ-004,PRJ-004-ITEM-007158,Structure Reporting Package,Structure,Milestone,2025-10-26,2025-11-03,189.82,lot,High,STS-004
WIT-007159,PRJ-005,PRJ-005-ITEM-007159,Mechanical Reporting Package,Mechanical,Package,2025-04-06,2025-07-02,470.6,hr,Critical,STS-003
WIT-007160,PRJ-001,PRJ-001-ITEM-007160,Electrical Reporting Package,Electrical,Task,2026-02-06,2026-05-28,14.8,m2,Low,STS-004
WIT-007161,PRJ-002,PRJ-002-ITEM-007161,Interior Reporting Package,Interior,Inspection,2026-02-25,2026-05-31,409.46,m3,Medium,STS-007
WIT-007162,PRJ-003,PRJ-003-ITEM-007162,Exterior Reporting Package,Exterior,Milestone,2026-03-04,2026-06-14,258.73,ea,High,STS-006
WIT-007163,PRJ-004,PRJ-004-ITEM-007163,Safety Reporting Package,Safety,Package,2025-11-07,2026-02-08,248.91,lot,Critical,STS-007
WIT-007164,PRJ-005,PRJ-005-ITEM-007164,Structure Reporting Package,Structure,Task,2025-09-29,2025-11-09,212.97,hr,Low,STS-005
WIT-007165,PRJ-001,PRJ-001-ITEM-007165,Mechanical Reporting Package,Mechanical,Inspection,2026-02-22,2026-06-03,80.57,m2,Medium,STS-003
WIT-007166,PRJ-002,PRJ-002-ITEM-007166,Electrical Reporting Package,Electrical,Milestone,2026-01-31,2026-02-09,133.34,m3,High,STS-002
WIT-007167,PRJ-003,PRJ-003-ITEM-007167,Interior Reporting Package,Interior,Package,2026-05-08,2026-06-17,340.85,ea,Critical,STS-004
WIT-007168,PRJ-004,PRJ-004-ITEM-007168,Exterior Reporting Package,Exterior,Task,2026-05-24,2026-07-31,322.74,lot,Low,STS-006
WIT-007169,PRJ-005,PRJ-005-ITEM-007169,Safety Reporting Package,Safety,Inspection,2026-05-03,2026-05-28,233.52,hr,Medium,STS-003
WIT-007170,PRJ-001,PRJ-001-ITEM-007170,Structure Reporting Package,Structure,Milestone,2025-11-29,2026-02-05,243.01,m2,High,STS-006
WIT-007171,PRJ-002,PRJ-002-ITEM-007171,Mechanical Reporting Package,Mechanical,Package,2025-11-19,2026-02-28,464.97,m3,Critical,STS-004
WIT-007172,PRJ-003,PRJ-003-ITEM-007172,Electrical Reporting Package,Electrical,Task,2026-04-07,2026-05-19,93.46,ea,Low,STS-004
WIT-007173,PRJ-004,PRJ-004-ITEM-007173,Interior Reporting Package,Interior,Inspection,2026-03-05,2026-06-21,343.4,lot,Medium,STS-007
WIT-007174,PRJ-005,PRJ-005-ITEM-007174,Exterior Reporting Package,Exterior,Milestone,2025-03-25,2025-05-13,411.83,hr,High,STS-004
WIT-007175,PRJ-001,PRJ-001-ITEM-007175,Safety Reporting Package,Safety,Package,2026-03-28,2026-04-26,318.23,m2,Critical,STS-007
WIT-007176,PRJ-002,PRJ-002-ITEM-007176,Structure Reporting Package,Structure,Task,2026-03-09,2026-03-27,125.31,m3,Low,STS-003
WIT-007177,PRJ-003,PRJ-003-ITEM-007177,Mechanical Reporting Package,Mechanical,Inspection,2025-08-30,2025-10-07,215.36,ea,Medium,STS-004
WIT-007178,PRJ-004,PRJ-004-ITEM-007178,Electrical Reporting Package,Electrical,Milestone,2025-12-08,2026-02-17,398.28,lot,High,STS-005
WIT-007179,PRJ-005,PRJ-005-ITEM-007179,Interior Reporting Package,Interior,Package,2025-12-05,2026-03-12,17.65,hr,Critical,STS-004
WIT-007180,PRJ-001,PRJ-001-ITEM-007180,Exterior Reporting Package,Exterior,Task,2026-01-29,2026-03-26,212.0,m2,Low,STS-004
WIT-007181,PRJ-002,PRJ-002-ITEM-007181,Safety Reporting Package,Safety,Inspection,2026-04-17,2026-05-26,293.21,m3,Medium,STS-003
WIT-007182,PRJ-003,PRJ-003-ITEM-007182,Structure Reporting Package,Structure,Milestone,2026-04-07,2026-07-04,168.31,ea,High,STS-004
WIT-007183,PRJ-004,PRJ-004-ITEM-007183,Mechanical Reporting Package,Mechanical,Package,2025-11-10,2025-12-02,442.91,lot,Critical,STS-005
WIT-007184,PRJ-005,PRJ-005-ITEM-007184,Electrical Reporting Package,Electrical,Task,2025-11-21,2025-12-07,372.33,hr,Low,STS-006
WIT-007185,PRJ-001,PRJ-001-ITEM-007185,Interior Reporting Package,Interior,Inspection,2026-01-30,2026-03-30,242.9,m2,Medium,STS-005
WIT-007186,PRJ-002,PRJ-002-ITEM-007186,Exterior Reporting Package,Exterior,Milestone,2025-12-26,2026-04-07,311.34,m3,High,STS-003
WIT-007187,PRJ-003,PRJ-003-ITEM-007187,Safety Reporting Package,Safety,Package,2026-04-18,2026-06-15,130.42,ea,Critical,STS-004
WIT-007188,PRJ-004,PRJ-004-ITEM-007188,Structure Reporting Package,Structure,Task,2026-05-31,2026-09-27,494.69,lot,Low,STS-005
WIT-007189,PRJ-005,PRJ-005-ITEM-007189,Mechanical Reporting Package,Mechanical,Inspection,2025-04-04,2025-05-07,434.63,hr,Medium,STS-005
WIT-007190,PRJ-001,PRJ-001-ITEM-007190,Electrical Reporting Package,Electrical,Milestone,2026-04-15,2026-07-11,69.44,m2,High,STS-004
WIT-007191,PRJ-002,PRJ-002-ITEM-007191,Interior Reporting Package,Interior,Package,2026-01-06,2026-04-05,16.08,m3,Critical,STS-004
WIT-007192,PRJ-003,PRJ-003-ITEM-007192,Exterior Reporting Package,Exterior,Task,2025-10-02,2026-01-11,468.93,ea,Low,STS-005
WIT-007193,PRJ-004,PRJ-004-ITEM-007193,Safety Reporting Package,Safety,Inspection,2026-03-05,2026-03-30,408.33,lot,Medium,STS-007
WIT-007194,PRJ-005,PRJ-005-ITEM-007194,Structure Reporting Package,Structure,Milestone,2025-08-15,2025-12-08,484.42,hr,High,STS-005
WIT-007195,PRJ-001,PRJ-001-ITEM-007195,Mechanical Reporting Package,Mechanical,Package,2026-04-07,2026-06-11,74.14,m2,Critical,STS-005
WIT-007196,PRJ-002,PRJ-002-ITEM-007196,Electrical Reporting Package,Electrical,Task,2025-12-02,2026-01-18,92.43,m3,Low,STS-003
WIT-007197,PRJ-003,PRJ-003-ITEM-007197,Interior Reporting Package,Interior,Inspection,2026-04-19,2026-06-27,153.91,ea,Medium,STS-003
WIT-007198,PRJ-004,PRJ-004-ITEM-007198,Exterior Reporting Package,Exterior,Milestone,2026-04-29,2026-06-04,434.27,lot,High,STS-002
WIT-007199,PRJ-005,PRJ-005-ITEM-007199,Safety Reporting Package,Safety,Package,2026-05-07,2026-08-28,51.8,hr,Critical,STS-005
WIT-007200,PRJ-001,PRJ-001-ITEM-007200,Structure Reporting Package,Structure,Task,2025-11-30,2026-03-07,297.66,m2,Low,STS-005
WIT-007201,PRJ-002,PRJ-002-ITEM-007201,Mechanical Reporting Package,Mechanical,Inspection,2026-01-14,2026-02-16,31.62,m3,Medium,STS-005
WIT-007202,PRJ-003,PRJ-003-ITEM-007202,Electrical Reporting Package,Electrical,Milestone,2025-12-12,2026-02-01,292.66,ea,High,STS-004
WIT-007203,PRJ-004,PRJ-004-ITEM-007203,Interior Reporting Package,Interior,Package,2026-03-11,2026-05-18,146.19,lot,Critical,STS-005
WIT-007204,PRJ-005,PRJ-005-ITEM-007204,Exterior Reporting Package,Exterior,Task,2025-09-06,2025-10-20,115.31,hr,Low,STS-004
WIT-007205,PRJ-001,PRJ-001-ITEM-007205,Safety Reporting Package,Safety,Inspection,2026-03-24,2026-05-01,467.9,m2,Medium,STS-007
WIT-007206,PRJ-002,PRJ-002-ITEM-007206,Structure Reporting Package,Structure,Milestone,2026-04-01,2026-06-20,293.05,m3,High,STS-007
WIT-007207,PRJ-003,PRJ-003-ITEM-007207,Mechanical Reporting Package,Mechanical,Package,2025-11-25,2026-01-13,151.49,ea,Critical,STS-004
WIT-007208,PRJ-004,PRJ-004-ITEM-007208,Electrical Reporting Package,Electrical,Task,2025-11-16,2025-11-25,51.62,lot,Low,STS-006
WIT-007209,PRJ-005,PRJ-005-ITEM-007209,Interior Reporting Package,Interior,Inspection,2025-04-01,2025-06-25,36.75,hr,Medium,STS-004
WIT-007210,PRJ-001,PRJ-001-ITEM-007210,Exterior Reporting Package,Exterior,Milestone,2026-02-01,2026-04-20,363.61,m2,High,STS-003
WIT-007211,PRJ-002,PRJ-002-ITEM-007211,Safety Reporting Package,Safety,Package,2026-03-02,2026-05-31,133.24,m3,Critical,STS-004
WIT-007212,PRJ-003,PRJ-003-ITEM-007212,Structure Reporting Package,Structure,Task,2026-02-01,2026-04-28,478.67,ea,Low,STS-004
WIT-007213,PRJ-004,PRJ-004-ITEM-007213,Mechanical Reporting Package,Mechanical,Inspection,2026-05-02,2026-06-16,53.06,lot,Medium,STS-007
WIT-007214,PRJ-005,PRJ-005-ITEM-007214,Electrical Reporting Package,Electrical,Milestone,2026-03-07,2026-04-01,215.59,hr,High,STS-005
WIT-007215,PRJ-001,PRJ-001-ITEM-007215,Interior Reporting Package,Interior,Package,2026-04-02,2026-04-28,141.77,m2,Critical,STS-004
WIT-007216,PRJ-002,PRJ-002-ITEM-007216,Exterior Reporting Package,Exterior,Task,2025-12-05,2026-01-01,345.61,m3,Low,STS-004
WIT-007217,PRJ-003,PRJ-003-ITEM-007217,Safety Reporting Package,Safety,Inspection,2026-02-08,2026-04-28,263.67,ea,Medium,STS-003
WIT-007218,PRJ-004,PRJ-004-ITEM-007218,Structure Reporting Package,Structure,Milestone,2026-05-20,2026-09-08,217.28,lot,High,STS-007
WIT-007219,PRJ-005,PRJ-005-ITEM-007219,Mechanical Reporting Package,Mechanical,Package,2026-03-31,2026-06-14,380.43,hr,Critical,STS-001
WIT-007220,PRJ-001,PRJ-001-ITEM-007220,Electrical Reporting Package,Electrical,Task,2026-01-01,2026-02-27,157.13,m2,Low,STS-006
WIT-007221,PRJ-002,PRJ-002-ITEM-007221,Interior Reporting Package,Interior,Inspection,2026-04-12,2026-04-21,342.53,m3,Medium,STS-004
WIT-007222,PRJ-003,PRJ-003-ITEM-007222,Exterior Reporting Package,Exterior,Milestone,2026-04-08,2026-06-22,40.19,ea,High,STS-004
WIT-007223,PRJ-004,PRJ-004-ITEM-007223,Safety Reporting Package,Safety,Package,2026-03-17,2026-04-28,173.16,lot,Critical,STS-003
WIT-007224,PRJ-005,PRJ-005-ITEM-007224,Structure Reporting Package,Structure,Task,2025-04-02,2025-04-19,61.87,hr,Low,STS-005
WIT-007225,PRJ-001,PRJ-001-ITEM-007225,Mechanical Reporting Package,Mechanical,Inspection,2025-11-22,2026-02-16,362.59,m2,Medium,STS-005
WIT-007226,PRJ-002,PRJ-002-ITEM-007226,Electrical Reporting Package,Electrical,Milestone,2026-04-14,2026-05-17,318.02,m3,High,STS-005
WIT-007227,PRJ-003,PRJ-003-ITEM-007227,Interior Reporting Package,Interior,Package,2025-09-12,2025-12-15,122.87,ea,Critical,STS-004
WIT-007228,PRJ-004,PRJ-004-ITEM-007228,Exterior Reporting Package,Exterior,Task,2025-11-26,2026-02-27,108.01,lot,Low,STS-002
WIT-007229,PRJ-005,PRJ-005-ITEM-007229,Safety Reporting Package,Safety,Inspection,2025-12-11,2026-03-18,453.0,hr,Medium,STS-004
WIT-007230,PRJ-001,PRJ-001-ITEM-007230,Structure Reporting Package,Structure,Milestone,2025-11-18,2026-02-08,28.31,m2,High,STS-005
WIT-007231,PRJ-002,PRJ-002-ITEM-007231,Mechanical Reporting Package,Mechanical,Package,2026-02-07,2026-05-04,399.84,m3,Critical,STS-006
WIT-007232,PRJ-003,PRJ-003-ITEM-007232,Electrical Reporting Package,Electrical,Task,2025-09-08,2025-11-02,226.87,ea,Low,STS-003
WIT-007233,PRJ-004,PRJ-004-ITEM-007233,Interior Reporting Package,Interior,Inspection,2025-12-07,2026-02-08,210.84,lot,Medium,STS-004
WIT-007234,PRJ-005,PRJ-005-ITEM-007234,Exterior Reporting Package,Exterior,Milestone,2025-06-18,2025-07-08,362.56,hr,High,STS-004
WIT-007235,PRJ-001,PRJ-001-ITEM-007235,Safety Reporting Package,Safety,Package,2025-12-26,2026-03-10,448.09,m2,Critical,STS-006
WIT-007236,PRJ-002,PRJ-002-ITEM-007236,Structure Reporting Package,Structure,Task,2025-12-01,2025-12-31,315.76,m3,Low,STS-002
WIT-007237,PRJ-003,PRJ-003-ITEM-007237,Mechanical Reporting Package,Mechanical,Inspection,2026-05-07,2026-06-12,343.48,ea,Medium,STS-007
WIT-007238,PRJ-004,PRJ-004-ITEM-007238,Electrical Reporting Package,Electrical,Milestone,2025-12-22,2026-03-31,247.01,lot,High,STS-007
WIT-007239,PRJ-005,PRJ-005-ITEM-007239,Interior Reporting Package,Interior,Package,2026-03-03,2026-05-24,196.12,hr,Critical,STS-002
WIT-007240,PRJ-001,PRJ-001-ITEM-007240,Exterior Reporting Package,Exterior,Task,2025-11-07,2026-01-04,150.7,m2,Low,STS-006
WIT-007241,PRJ-002,PRJ-002-ITEM-007241,Safety Reporting Package,Safety,Inspection,2026-01-06,2026-04-08,104.82,m3,Medium,STS-005
WIT-007242,PRJ-003,PRJ-003-ITEM-007242,Structure Reporting Package,Structure,Milestone,2026-02-28,2026-04-20,134.54,ea,High,STS-004
WIT-007243,PRJ-004,PRJ-004-ITEM-007243,Mechanical Reporting Package,Mechanical,Package,2025-11-03,2026-01-09,17.58,lot,Critical,STS-004
WIT-007244,PRJ-005,PRJ-005-ITEM-007244,Electrical Reporting Package,Electrical,Task,2025-09-26,2025-10-11,347.81,hr,Low,STS-005
WIT-007245,PRJ-001,PRJ-001-ITEM-007245,Interior Reporting Package,Interior,Inspection,2026-02-18,2026-02-28,486.6,m2,Medium,STS-004
WIT-007246,PRJ-002,PRJ-002-ITEM-007246,Exterior Reporting Package,Exterior,Milestone,2026-05-17,2026-07-23,74.38,m3,High,STS-004
WIT-007247,PRJ-003,PRJ-003-ITEM-007247,Safety Reporting Package,Safety,Package,2025-09-30,2025-11-26,409.22,ea,Critical,STS-002
WIT-007248,PRJ-004,PRJ-004-ITEM-007248,Structure Reporting Package,Structure,Task,2026-04-28,2026-06-29,497.82,lot,Low,STS-005
WIT-007249,PRJ-005,PRJ-005-ITEM-007249,Mechanical Reporting Package,Mechanical,Inspection,2025-11-07,2025-12-12,282.07,hr,Medium,STS-004
WIT-007250,PRJ-001,PRJ-001-ITEM-007250,Electrical Reporting Package,Electrical,Milestone,2026-02-20,2026-03-02,248.51,m2,High,STS-004
WIT-007251,PRJ-002,PRJ-002-ITEM-007251,Interior Reporting Package,Interior,Package,2026-04-09,2026-05-10,168.36,m3,Critical,STS-003
WIT-007252,PRJ-003,PRJ-003-ITEM-007252,Exterior Reporting Package,Exterior,Task,2026-05-23,2026-06-10,53.8,ea,Low,STS-003
WIT-007253,PRJ-004,PRJ-004-ITEM-007253,Safety Reporting Package,Safety,Inspection,2025-11-03,2026-02-05,428.64,lot,Medium,STS-002
WIT-007254,PRJ-005,PRJ-005-ITEM-007254,Structure Reporting Package,Structure,Milestone,2025-09-25,2026-01-09,430.82,hr,High,STS-003
WIT-007255,PRJ-001,PRJ-001-ITEM-007255,Mechanical Reporting Package,Mechanical,Package,2025-11-22,2026-02-23,447.6,m2,Critical,STS-003
WIT-007256,PRJ-002,PRJ-002-ITEM-007256,Electrical Reporting Package,Electrical,Task,2025-11-12,2026-02-26,260.98,m3,Low,STS-001
WIT-007257,PRJ-003,PRJ-003-ITEM-007257,Interior Reporting Package,Interior,Inspection,2025-08-18,2025-09-18,425.11,ea,Medium,STS-004
WIT-007258,PRJ-004,PRJ-004-ITEM-007258,Exterior Reporting Package,Exterior,Milestone,2026-01-24,2026-02-14,31.14,lot,High,STS-004
WIT-007259,PRJ-005,PRJ-005-ITEM-007259,Safety Reporting Package,Safety,Package,2026-03-21,2026-05-08,146.53,hr,Critical,STS-005
WIT-007260,PRJ-001,PRJ-001-ITEM-007260,Structure Reporting Package,Structure,Task,2026-05-18,2026-05-25,435.16,m2,Low,STS-004
WIT-007261,PRJ-002,PRJ-002-ITEM-007261,Mechanical Reporting Package,Mechanical,Inspection,2026-02-26,2026-03-30,232.46,m3,Medium,STS-005
WIT-007262,PRJ-003,PRJ-003-ITEM-007262,Electrical Reporting Package,Electrical,Milestone,2026-01-16,2026-02-13,481.1,ea,High,STS-003
WIT-007263,PRJ-004,PRJ-004-ITEM-007263,Interior Reporting Package,Interior,Package,2026-03-08,2026-05-30,150.29,lot,Critical,STS-006
WIT-007264,PRJ-005,PRJ-005-ITEM-007264,Exterior Reporting Package,Exterior,Task,2025-10-22,2025-12-01,12.36,hr,Low,STS-005
WIT-007265,PRJ-001,PRJ-001-ITEM-007265,Safety Reporting Package,Safety,Inspection,2026-03-17,2026-06-17,52.95,m2,Medium,STS-004
WIT-007266,PRJ-002,PRJ-002-ITEM-007266,Structure Reporting Package,Structure,Milestone,2026-05-12,2026-08-31,156.9,m3,High,STS-003
WIT-007267,PRJ-003,PRJ-003-ITEM-007267,Mechanical Reporting Package,Mechanical,Package,2026-03-11,2026-04-03,202.09,ea,Critical,STS-005
WIT-007268,PRJ-004,PRJ-004-ITEM-007268,Electrical Reporting Package,Electrical,Task,2026-04-16,2026-06-02,123.42,lot,Low,STS-005
WIT-007269,PRJ-005,PRJ-005-ITEM-007269,Interior Reporting Package,Interior,Inspection,2026-02-01,2026-04-01,34.04,hr,Medium,STS-004
WIT-007270,PRJ-001,PRJ-001-ITEM-007270,Exterior Reporting Package,Exterior,Milestone,2026-01-06,2026-04-05,12.81,m2,High,STS-002
